condition,time,mean,sd,n,sem,ci
neutral,24801,0.11064958489305288,0.3058751425043883,24,0.06243650201140351,0.12237554394235087
neutral,25001,0.10619843778385187,0.30515392769177113,24,0.06228928465424942,0.12208699792232885
neutral,25201,0.10075755320478061,0.3022892803744452,24,0.06170454096920932,0.12094090029965027
neutral,25401,0.09752399413849502,0.30262594753229716,24,0.06177326286503351,0.12107559521546568
neutral,25601,0.087143619017715,0.29499517293974786,24,0.06021563752387185,0.11802264954678883
neutral,25801,0.0855911124645241,0.2929475046695879,24,0.059797658988506905,0.11720341161747354
neutral,26001,0.08784702484371507,0.2895064048674067,24,0.05909524743272889,0.11582668496814863
neutral,26201,0.10757356357932589,0.284546279659873,24,0.05808276611449772,0.11384222158441552
neutral,26401,0.10355638357231865,0.29426312429543744,24,0.06006620872008379,0.11772976909136422
neutral,26601,0.10532937049843347,0.2825383220527634,24,0.05767289348428452,0.11303887122919766
neutral,26801,0.09261903310649688,0.2766850493763102,24,0.05647809920239409,0.11069707443669241
neutral,27001,0.09003794071267562,0.27981409928600104,24,0.05711681384059778,0.11194895512757165
neutral,27201,0.09211936355623215,0.2812201301235948,24,0.05740381868349135,0.11251148461964304
neutral,27401,0.10166412449586666,0.29284437865055596,24,0.05977660847802083,0.11716215261692083
neutral,27601,0.0981615616172408,0.3001467667832164,24,0.061267202213751946,0.12008371633895382
neutral,27801,0.09071835495166487,0.2987901468014681,24,0.06099028331957301,0.1195409553063631
neutral,28001,0.09112842906691843,0.28967199862899784,24,0.05912904911776942,0.11589293627082807
neutral,28201,0.0914952495283108,0.29343619055236264,24,0.059897411576615205,0.1173989266901658
neutral,28401,0.08025646627232885,0.2939930544846598,24,0.06001108095080585,0.11762171866357947
neutral,28601,0.08071199903130631,0.2972656350974156,24,0.060679093671087224,0.11893102359533096
neutral,28801,0.09539810787432722,0.3183991461462674,24,0.06499295354968368,0.12738618895738002
neutral,29001,0.09860850311329625,0.3160941866629121,24,0.06452245566534955,0.12646401310408512
neutral,29201,0.09057785939716902,0.31626795305017924,24,0.06455792558062048,0.12653353413801616
neutral,29401,0.09026489693103489,0.31393775473307345,24,0.06408227584092038,0.12560126064820396
neutral,29601,0.08700901872956775,0.30704678092285836,24,0.0626756617020946,0.12284429693610541
neutral,29801,0.0953091226588035,0.3184770130882941,24,0.06500884807266671,0.12741734222242676
neutral,30001,0.10317554298157211,0.31516581430366863,24,0.06433295245106202,0.12609258680408156
neutral,30201,0.10826996281085913,0.31970372897857274,24,0.06525925040521226,0.12790813079421604
neutral,30401,0.12031104170962774,0.32741432308206736,24,0.06683316883581847,0.1309930109182042
neutral,30601,0.11743121277633192,0.3178655891677456,24,0.06488404168751039,0.12717272170752036
neutral,30801,0.12241334576143845,0.3141316529384359,24,0.064121855146352,0.12567883608684993
neutral,31001,0.11041835928355546,0.3214121245454689,24,0.06560797519002295,0.12859163137244498
neutral,31201,0.11077388711053075,0.32080091381560993,24,0.0654832123222339,0.12834709615157844
neutral,31401,0.10259747118213894,0.3134574068037315,24,0.06398422523042953,0.12540908145164187
neutral,31601,0.09710629675795726,0.3197120063218738,24,0.06526094001083838,0.12791144242124322
neutral,31801,0.11205990929339135,0.32527146200289997,24,0.06639575914968265,0.13013568793337799
neutral,32001,0.10130938245242421,0.3164222752411498,24,0.06458942646594268,0.12659527587324765
neutral,32201,0.1104117150985686,0.3317733951582781,24,0.06772296069737936,0.13273700296686355
neutral,32401,0.10926576721593033,0.321113554081033,24,0.06554702974917848,0.1284721783083898
neutral,32601,0.10028250060895404,0.31829298861859295,24,0.06497128423508719,0.1273437171007709
neutral,32801,0.10499118296184028,0.33120535012175645,24,0.06760700898984615,0.13250973762009843
neutral,33001,0.10580600931760577,0.3329909493519897,24,0.0679714929064443,0.13322412609663084
neutral,33201,0.10229560362742647,0.3300328552168038,24,0.06736767446958389,0.13204064196038443
neutral,33401,0.104074633546241,0.3376562891583568,24,0.0689238014066355,0.13509065075700558
neutral,33601,0.09293343411792265,0.3351316563866522,24,0.06840846290008677,0.13408058728417008
neutral,33801,0.08573222039001195,0.3320301443267207,24,0.06777536940192672,0.13283972402777636
neutral,34001,0.08871165029578996,0.3347061395858228,24,0.06832160464683563,0.13391034510779784
neutral,34201,0.07984401700573192,0.33110617924516644,24,0.06758676581943031,0.1324700610060834
neutral,34401,0.08528657294194136,0.3380167550379226,24,0.06899738119618713,0.1352348671445268
neutral,34601,0.09040529447294746,0.33605614956315555,24,0.06859717427951327,0.13445046158784602
neutral,34801,0.09602046495351159,0.3308165931789428,24,0.06752765431119133,0.132354202449935
neutral,35001,0.09844075005112399,0.32906615924327476,24,0.06717034848028812,0.13165388302136471
neutral,35201,0.09329698211894559,0.3113839879375385,24,0.06356099037666013,0.12457954113825385
neutral,35401,0.09763101418592193,0.3172131739471043,24,0.06475086798826067,0.12691170125699092
neutral,35601,0.11033901577776989,0.32309831146412255,24,0.0659521666534944,0.12926624664084904
neutral,35801,0.1106446083108876,0.3225880263056359,24,0.06584800513169377,0.12906209005811978
neutral,36001,0.11393320388834109,0.3266251102065287,24,0.0666720714321931,0.13067726000709848
neutral,36201,0.09420359135935602,0.31845221262516554,24,0.06500378569932923,0.12740741997068528
neutral,36401,0.08361504759480035,0.32629545477076805,24,0.0666047807981474,0.1305453703643689
neutral,36601,0.09124331095893048,0.32847275608078574,24,0.06704922056696713,0.13141647231125558
neutral,36801,0.08691660452777185,0.3221489822407595,24,0.06575838563723173,0.1288864358489742
neutral,37001,0.07494033297713987,0.31615852817816037,24,0.06453558932215252,0.12648975507141894
neutral,37201,0.06856857603624379,0.3100301085320011,24,0.06328463090025768,0.12403787656450506
neutral,37401,0.06916925345606384,0.3151001481246718,24,0.06431954839840365,0.12606631486087114
neutral,37601,0.074294336616924,0.3088498985440069,24,0.06304372154526418,0.12356569422871778
neutral,37801,0.07036105162404967,0.3025017402937925,24,0.06174790916864213,0.12102590197053857
neutral,38001,0.06709248247715212,0.30508604863914146,24,0.062275428900652234,0.12205984064527838
neutral,38201,0.07129440102996337,0.3150742279674596,24,0.06431425746846843,0.1260559446381981
neutral,38401,0.08072340848714887,0.3219185082833762,24,0.06571134033768264,0.12879422706185797
neutral,38601,0.07667176036873032,0.3223886924313661,24,0.06580731627499267,0.12898233989898564
neutral,38801,0.09081406171634024,0.32619704569052665,24,0.06658469312876007,0.13050599853236974
neutral,39001,0.08696152116647504,0.3246923299275528,24,0.06627754430982602,0.12990398684725898
neutral,39201,0.08974306120304715,0.3200882827677332,24,0.06533774711872034,0.12806198435269187
neutral,39401,0.07767014573754563,0.3144406880494153,24,0.06418493667422732,0.12580247588148555
neutral,39601,0.08270169246949748,0.3113016268018428,24,0.06354417848023591,0.12454658982126239
neutral,39801,0.09078055009347899,0.32118802697719917,24,0.06556223146545134,0.12850197367228464
reward,1,-0.0035234991983784988,0.10467285145029905,24,0.021366256331281235,0.04187786240931122
reward,201,-0.005119500044678308,0.13791210676103208,24,0.028151190909730558,0.05517633418307189
reward,401,0.011162897913183466,0.15163450332756837,24,0.03095226337940837,0.0606664362236404
reward,601,0.05538264381431871,0.16701523120182907,24,0.03409184130978678,0.06682000896718208
reward,801,0.11432859449843008,0.18922834702997152,24,0.03862607459114425,0.07570710619864272
reward,1001,0.1778193554550203,0.20242657717485862,24,0.04132015203804364,0.08098749799456553
reward,1201,0.22679009479672244,0.2220101384146711,24,0.045317629736717546,0.08882255428396639
reward,1401,0.2613886309301259,0.23714544994134465,24,0.048407112264918783,0.09487794003924081
reward,1601,0.2846660224147221,0.25029238649224206,24,0.051090719450789156,0.10013781012354675
reward,1801,0.28701565064245826,0.2571194096473282,24,0.05248427971679972,0.10286918824492744
reward,2001,0.2989509386676454,0.2745494613801551,24,0.05604217412811136,0.10984266129109826
reward,2201,0.31816734858776624,0.27693150100996994,24,0.056528405931455895,0.11079567562565355
reward,2401,0.3214139630075178,0.2890912755798266,24,0.05901050952174087,0.1156605986626121
reward,2601,0.33255069088963296,0.29593427230300795,24,0.06040733037868517,0.11839836754222292
reward,2801,0.3471185914529013,0.3053662398430774,24,0.062332622690657175,0.12217194047368805
reward,3001,0.35301747182201937,0.3112583555941045,24,0.06353534578194317,0.1245292777326086
reward,3201,0.3638993701103957,0.3183301123481077,24,0.06497886208464222,0.12735856968589876
reward,3401,0.3526567991876411,0.3160527099910131,24,0.06451398927515109,0.12644741897929612
reward,3601,0.3545711879078724,0.32998857983442353,24,0.0673586367950007,0.13202292811820138
reward,3801,0.32171120191073527,0.3518791737589983,24,0.07182703556847383,0.14078098971420872
reward,4001,0.3108805660811977,0.35991811024657,24,0.07346797660757319,0.14399723415084345
reward,4201,0.3168891748799009,0.3598225981371824,24,0.07344848027988515,0.1439590213485749
reward,4401,0.32789896262342355,0.36170230617526156,24,0.07383217407644366,0.14471106118982957
reward,4601,0.3119868809437348,0.35371313079038214,24,0.07220139047989715,0.14151472534059842
reward,4801,0.2987175298077152,0.34814339330665045,24,0.07106447257686417,0.13928636625065377
reward,5001,0.2931604265587204,0.360202036941022,24,0.07352593290138673,0.144110828486718
reward,5201,0.2950844511207387,0.3583971376694066,24,0.07315750938033852,0.1433887183854635
reward,5401,0.2794652619268568,0.36063087828235196,24,0.07361346977362583,0.14428240075630663
reward,5601,0.26777452776778865,0.35437999637883905,24,0.0723375138481255,0.141781527142326
reward,5801,0.2428329634187006,0.3545502509388053,24,0.07237226691465047,0.14184964315271492
reward,6001,0.23720892702371,0.3577052336777684,24,0.0730162750694628,0.14311189913614708
reward,6201,0.24015556583511663,0.3658591280902854,24,0.07468068179672926,0.14637413632158935
reward,6401,0.24730873355352337,0.3641484940119909,24,0.07433150007769278,0.14568974015227784
reward,6601,0.24016369712518534,0.3632495525331055,24,0.07414800441670176,0.14533008865673544
reward,6801,0.23310618600057864,0.36410965947199714,24,0.07432357301041108,0.1456742031004057
reward,7001,0.2349929407224455,0.3640620053823498,24,0.07431384566009501,0.14565513749378622
reward,7201,0.22861886855662883,0.3658516214225429,24,0.07467914950459278,0.14637113302900184
reward,7401,0.22309261447086987,0.3602717256643416,24,0.07354015805246666,0.14413870978283466
reward,7601,0.22318950853864022,0.3581050771399125,24,0.07309789277439954,0.1432718698378231
reward,7801,0.23336578377645778,0.3566991333921369,24,0.07281090570864067,0.1427093751889357
reward,8001,0.2361864037930529,0.3692464156203499,24,0.07537210896845845,0.14772933357817855
reward,8201,0.23327469921117425,0.3610675233023503,24,0.07370259956510278,0.14445709514760144
reward,8401,0.22820132863741957,0.3560761704787978,24,0.07268374393644413,0.14246013811543048
reward,8601,0.2194184234903347,0.34987206929304504,24,0.07141733708496993,0.13997798068654108
reward,8801,0.2128160305410932,0.3449481057219062,24,0.07041223722985805,0.13800798497052177
reward,9001,0.20317560348362873,0.3352869480563175,24,0.06844016167941883,0.1341427168916609
reward,9201,0.19683538514217788,0.32587718561340734,24,0.06651940196392427,0.13037802784929156
reward,9401,0.19213255831819762,0.3245827235446434,24,0.06625517100060267,0.12986013516118122
reward,9601,0.1843755107723861,0.3339659350247636,24,0.06817051102351265,0.1336142016060848
reward,9801,0.1884589146826016,0.33950012484571224,24,0.06930017279026505,0.1358283386689195
reward,10001,0.18114263680248563,0.34701110368945676,24,0.07083334492659953,0.13883335605613506
reward,10201,0.17848813813647185,0.35138784162823083,24,0.07172674281725594,0.14058441592182164
reward,10401,0.17698775245548123,0.3566905490756517,24,0.07280915344237572,0.14270594074705642
reward,10601,0.16673223868972778,0.3487506603436757,24,0.07118843044172447,0.13952932366577997
reward,10801,0.16685638968237845,0.3483934817335697,24,0.07111552166324146,0.13938642245995325
reward,11001,0.15482541283722062,0.3493555304063198,24,0.071311899026238093,0.13977132209142665
reward,11201,0.15140970890933111,0.3533824460210048,24,0.07213388973400679,0.14138242387865332
reward,11401,0.15181781015650145,0.34612310732377133,24,0.07065208342748493,0.13847808351787044
reward,11601,0.14701999589973808,0.34185047462366835,24,0.0697799359296864,0.13676867442218535
reward,11801,0.1517671129514638,0.33562461009601513,24,0.06850908665464939,0.1342778098431128
reward,12001,0.14030209366873017,0.33529695674741467,24,0.06844220469493394,0.13414672120207052
reward,12201,0.13951855739839145,0.34781969090688075,24,0.07099839710120166,0.13915685831835525
reward,12401,0.13782523931090468,0.3472640510891396,24,0.07088497759834843,0.13893455609276292
reward,12601,0.12311162948156279,0.33705688510969967,24,0.0688014485675548,0.1348508391924074
reward,12801,0.12632870754985628,0.33758284255228416,24,0.06890880918095073,0.13506126599466342
reward,13001,0.12652190727871293,0.34262956985898113,24,0.0699389680786489,0.13708037743415183
reward,13201,0.1279636498188151,0.3469475682267328,24,0.07082037580457907,0.138807936576975
reward,13401,0.12334940416339274,0.3407555542072738,24,0.06955643623559288,0.13633061502176202
reward,13601,0.12907478333439584,0.33707550844582196,24,0.06880525004012213,0.13485829007863936
reward,13801,0.13031028582254697,0.3276641855384257,24,0.06688417179614817,0.1310929767204504
reward,14001,0.12712989212357823,0.32671105203665496,24,0.06668961423480729,0.1307116439002223
reward,14201,0.1179422381336529,0.32335341735661044,24,0.06600423992574211,0.12936831025445455
reward,14401,0.12072595905146613,0.3156419782141896,24,0.0644301490022874,0.1262830920444833
reward,14601,0.11967061447707293,0.3122775059698762,24,0.06374337898126037,0.12493702280327032
reward,14801,0.11363656250198256,0.30481231229984634,24,0.0622195527043747,0.12195032330057441
reward,15001,0.10359435730831638,0.2964750063037707,24,0.06051770724438871,0.11861470619900187
reward,15201,0.11952516192735536,0.31078178170044696,24,0.06343806554326048,0.12433860846479054
reward,15401,0.12449931781060544,0.3161673595471802,24,0.06453739201780492,0.12649328835489765
reward,15601,0.1152537098299249,0.3177383730330603,24,0.06485807380275803,0.12712182465340574
reward,15801,0.1191815169890409,0.31865279810580976,24,0.06504473003911167,0.12748767087665885
reward,16001,0.1303378285728914,0.32453308902107103,24,0.06624503939590447,0.12984027721597274
reward,16201,0.1276205299292557,0.33346023587726303,24,0.06806728561728459,0.1334118798098778
reward,16401,0.12291467932445346,0.32755868434960356,24,0.06686263645615889,0.13105076745407143
reward,16601,0.13028234849368614,0.32388310524348024,24,0.06611236201288913,0.1295802295452627
reward,16801,0.12396482329994646,0.322966234943685,24,0.06592520664665487,0.12921340502744355
reward,17001,0.12825547225045744,0.32372054102436043,24,0.066079178730616,0.12951519031200737
reward,17201,0.12495049494099128,0.3295030791240666,24,0.0672595343774896,0.13182868737987963
reward,17401,0.1289575631855943,0.3281681449033733,24,0.06698704207074972,0.13129460245866945
reward,17601,0.12144227294210512,0.3196012488656235,24,0.06523833173975323,0.12786713020991633
reward,17801,0.12049107473436793,0.3244732867637935,24,0.06623283231125475,0.1298163513300593
reward,18001,0.1256648800691677,0.3275441146807963,24,0.0668596624349673,0.1310449383725359
reward,18201,0.12400681600954325,0.3346851559266122,24,0.06831732137533543,0.13390194989565743
reward,18401,0.1254261107966764,0.3381300507965952,24,0.06902050759608458,0.13528019488832577
reward,18601,0.13441732245573634,0.343159854586478,24,0.07004721199537875,0.13729253551094234
reward,18801,0.12732803311022997,0.34717439248988685,24,0.07086667611341327,0.13889868518229
reward,19001,0.11435972849857785,0.3357205023932476,24,0.06852866058785628,0.13431617475219831
reward,19201,0.10626968154605881,0.33475135028148517,24,0.06833083324144307,0.13392843315322842
reward,19401,0.10529114681785719,0.32930549528699293,24,0.06721920274563528,0.13174963738144516
reward,19601,0.10741502425986992,0.3321342083843136,24,0.06779661138873225,0.1328813583219152
reward,19801,0.10976918378578701,0.3258054776220567,24,0.06650476463148351,0.13034933867770768
reward,20001,0.11719066281101984,0.33310486484047536,24,0.06799474580816012,0.13326970178399383
reward,20201,0.131074133787204,0.332252738386545,24,0.06782080622412207,0.13292878019927926
reward,20401,0.132753319822012,0.33656187859164693,24,0.06870040578517304,0.13465279533893917
reward,20601,0.1388010991815998,0.32252943427120595,24,0.06583604508274836,0.1290386483621868
reward,20801,0.12541543508760145,0.30549382123405255,24,0.06235866513303747,0.12222298366075345
reward,21001,0.14268393566381452,0.30568266221294393,24,0.06239721213643844,0.12229853578741934
reward,21201,0.19493723580014,0.3093921884664059,24,0.06315441601214178,0.12378265538379789
reward,21401,0.25704944194861573,0.3207324999014517,24,0.06546924739048439,0.1283197248853494
reward,21601,0.3038421814273119,0.31988480403849257,24,0.06529621219704121,0.12798057590620077
reward,21801,0.31220445621472626,0.30978840728153195,24,0.06323529383910419,0.12394117592464421
reward,22001,0.3237909466646485,0.31864496399372505,24,0.06504313090767873,0.12748453657905032
reward,22201,0.32957087400189644,0.32008152019788516,24,0.06533636671493054,0.12805927876126386
reward,22401,0.327213229038372,0.32285475204784037,24,0.06590245029583261,0.1291688025798319
