condition,time,mean,sd,n,sem,ci
reward,21801,0.3773346651213343,0.30333851762391,5,0.13565710912021614,0.26588793387562365
reward,22001,0.39254276630997553,0.3144584046118462,5,0.1406300737616443,0.27563494457282284
reward,22201,0.3825043804377188,0.31933168870326734,5,0.14280947266206148,0.2799065664176405
reward,22401,0.36512041693075636,0.3237731727860399,5,0.14479576472807404,0.2837996988670251
reward,22601,0.35144639101101316,0.3479091264920929,5,0.15558969136577852,0.3049557950769259
reward,22801,0.367080318782798,0.3671442306646168,5,0.1641918914625892,0.3218161072666748
reward,23001,0.3680952057387639,0.3575890348721075,5,0.15991867799651505,0.3134406088731695
reward,23201,0.3993766245624309,0.31611611688558966,5,0.1413714252278895,0.2770879934466634
reward,23401,0.4039614370018679,0.31060970342202104,5,0.13890888226453763,0.27226140923849373
reward,23601,0.39942069893522114,0.3172394730009262,5,0.14187380535525604,0.2780726584963018
reward,23801,0.3765332062944426,0.33527785325984844,5,0.1499408142478441,0.29388399592577447
reward,24001,0.3744996133490279,0.339171157229604,5,0.15168195271453275,0.2972966273204842
reward,24201,0.3620397882974566,0.3530981355885521,5,0.15791028678088803,0.30950416209054055
reward,24401,0.34576444865877054,0.3412178054391919,5,0.1525972416190661,0.29909059357336953
reward,24601,0.35250557331814664,0.3503365924663124,5,0.15667528715206303,0.3070835628180435
reward,24801,0.32318339170474925,0.3585131143628231,5,0.16033193890808572,0.314250600259848
reward,25001,0.3172282051921331,0.3802587839589535,5,0.17005689799472531,0.33331152006966164
reward,25201,0.303203437027835,0.3961651733920513,5,0.17717045160452352,0.3472540851448661
reward,25401,0.35989524055889816,0.4181926568398542,5,0.18702144167703125,0.36656202568698126
reward,25601,0.3681984075511564,0.39158680041009725,5,0.17512294096172398,0.343240964284979
reward,25801,0.348530632410006,0.3700484452197629,5,0.16549069569589936,0.32436176356396274
reward,26001,0.3433690339402841,0.3556893830099471,5,0.1590691278570401,0.3117754905997986
reward,26201,0.32552936792380427,0.35090412680622407,5,0.15692909622478463,0.30758102860057784
reward,26401,0.32593574280611287,0.32608327486074296,5,0.1458288737828739,0.2858245926144328
reward,26601,0.31160289995250123,0.30529229994765533,5,0.13653086713804255,0.26760049959056337
reward,26801,0.3316031172326983,0.31354143422555436,5,0.14021999213822373,0.2748311845909185
reward,27001,0.332841364750489,0.3048902367662294,5,0.1363510590170589,0.26724807567343545
reward,27201,0.32450822984704586,0.3006130082701447,5,0.13443822428255,0.263498919593798
reward,27401,0.332340668597034,0.3194916535752701,5,0.14288101112762353,0.2800467818101421
reward,27601,0.32269269529883227,0.32571325268548124,5,0.1456633948354604,0.2855002538775024
reward,27801,0.3234875960730947,0.31053436866354295,5,0.13887519153633252,0.27219537541121175
reward,28001,0.32880873703240304,0.311642508528351,5,0.13937076674959015,0.2731667028291967
reward,28201,0.3632898480021048,0.28169722870888614,5,0.12597883049327493,0.24691850776681887
reward,28401,0.3539030655581841,0.26938172661321963,5,0.12047117052068465,0.2361234942205419
reward,28601,0.35106293148106904,0.2604749392370051,5,0.11648793411381411,0.22831635086307567
reward,28801,0.3277698676531305,0.26641312591085636,5,0.11914357192697708,0.23352140097687507
reward,29001,0.3227318329856216,0.28640981276303673,5,0.1280863621522274,0.25104926981836573
reward,29201,0.34836019011258224,0.2804964979536837,5,0.1254418473750135,0.24586602085502643
reward,29401,0.35011413967574107,0.29261696239324725,5,0.13086228385616008,0.25649007635807375
reward,29601,0.33472769193120433,0.30093244587969614,5,0.1345810811244554,0.2637789190039326
reward,29801,0.32491415139678215,0.30504753410354063,5,0.13642140452484044,0.26738595286868727
reward,30001,0.328949321629001,0.26826936952652813,5,0.11997370930846549,0.23514847024459234
reward,30201,0.33954461904959027,0.2576113189600095,5,0.11520728419359233,0.22580627701944095
reward,30401,0.3451549430756127,0.27511494536732406,5,0.12303514389349549,0.24114888203125115
reward,30601,0.3308964533062222,0.27103061366101994,5,0.12120857522590474,0.23756880744277328
reward,30801,0.29974208372836975,0.26453492528915346,5,0.11830361507387506,0.2318750855447951
reward,31001,0.2579779609506688,0.29201591471953786,5,0.1305934871649336,0.2559632348432699
reward,31201,0.22990784409268375,0.294238170706275,5,0.13158731025488363,0.2579111280995719
reward,31401,0.22955423577008657,0.30373344550558634,5,0.1358337262381438,0.26623410342676185
reward,31601,0.23995595495532976,0.3151332874249307,5,0.14093189053102492,0.27622650544080884
reward,31801,0.2244985708336849,0.31646653726966467,5,0.14152813798778818,0.27739515045606483
reward,32001,0.2267844040293569,0.30583804673532256,5,0.13677493252118778,0.26807886774152806
reward,32201,0.24135982012628288,0.25607343329420706,5,0.11451952081552097,0.2244582607984211
reward,32401,0.26074362680308827,0.28306049508246794,5,0.12658850174982864,0.24811346342966412
reward,32601,0.25460435438242457,0.2786149482132016,5,0.12460039275046046,0.2442167697909025
reward,32801,0.27547752964814654,0.2990524430311716,5,0.1337403182910166,0.2621310238503925
reward,33001,0.26379546272218707,0.30395855230774493,5,0.13593439706050864,0.26643141823859695
reward,33201,0.28856501632643766,0.30936752775920634,5,0.13835336442012772,0.2711725942634503
reward,33401,0.29267114532614646,0.3228926861284983,5,0.14440199912416513,0.28302791828336366
reward,33601,0.2643550524902628,0.3180080742700219,5,0.14221753429231415,0.2787463672129357
reward,33801,0.3044610560391299,0.3091281760022802,5,0.13824632306032353,0.27096279319823413
reward,34001,0.3300015773422214,0.2971972932174182,5,0.13291067007261687,0.26050491334232906
reward,34201,0.2967582001517756,0.2935705972442202,5,0.13128876232665776,0.2573259741602492
reward,34401,0.30118413062954225,0.273847348153614,5,0.12246825718590648,0.2400377840843767
reward,34601,0.2882755212054871,0.2762202596232724,5,0.1235294554560555,0.24211773269386877
reward,34801,0.29658317209692325,0.2852168499512437,5,0.12755285296386767,0.25000359180918064
reward,35001,0.29529281179382616,0.30607434074784223,5,0.1368806064161218,0.2682859885755987
reward,35201,0.2776160277237698,0.29738212371026035,5,0.1329933287818788,0.26066692441248246
reward,35401,0.27854207317527835,0.29940384849892127,5,0.13389747159372725,0.2624390443237054
reward,35601,0.2578750150631133,0.2928173456905107,5,0.1309518979910074,0.2566657200623745
reward,35801,0.2412439085474871,0.28373661390979393,5,0.12689087128158233,0.24870610771190135
reward,36001,0.2607362235134867,0.30975412707959465,5,0.1385262568922164,0.2715114635087441
reward,36201,0.24653480631319824,0.3254547895268647,5,0.1455478065969912,0.28527370093010274
reward,36401,0.24656225182322875,0.3130139938988584,5,0.13998411365331037,0.27436886276048833
reward,36601,0.2284455905060046,0.26647253445925106,5,0.1191701402375081,0.23357347486551588
reward,36801,0.2630894370329325,0.28522333365341834,5,0.12755575256362936,0.25000927502471354
reward,37001,0.2503367799705718,0.3027351287180681,5,0.13538726539814983,0.26535904018037365
reward,37201,0.228486219740602,0.31535094725841956,5,0.1410292309677554,0.2764172926968006
reward,37401,0.21741271692377978,0.3190073195513099,5,0.1426644103673453,0.2796222443199968
reward,37601,0.2225518622299675,0.3039807038856107,5,0.135944303547292,0.26645083495269234
reward,37801,0.23490416201818043,0.2996863980082214,5,0.13402383157568812,0.2626867098883487
reward,38001,0.21248687161781948,0.2842984670410972,5,0.12714213964057536,0.2491985936955277
reward,38201,0.22489627300705733,0.29157929934460775,5,0.13039822683326055,0.2555805245931907
reward,38401,0.24155708805431708,0.3096877103909678,5,0.1384965544460944,0.271453246714345
reward,38601,0.22534037779257196,0.2965166230470568,5,0.13260626511837995,0.2599082796320247
reward,38801,0.20920771526763005,0.27019615603868874,5,0.12083539443232966,0.23683737308736613
reward,39001,0.2590936819294279,0.30280053064340734,5,0.13541651402833338,0.26541636749553343
reward,39201,0.23762232686172324,0.31614217368391806,5,0.14138307818235718,0.2771108332374201
reward,39401,0.24641454068120386,0.3066822688072203,5,0.1371524801093616,0.2688188610143487
reward,39601,0.24994193450480195,0.29304895392490926,5,0.13105547634226017,0.2568687336308299
reward,39801,0.2417639972698945,0.29297063904253023,5,0.1310204528621303,0.25680008760977535
