pid,trial,condition,samples,n,sum_na,pupil
1,3,neutral,20601,200,0,0.45361222002221574
1,3,neutral,20801,200,0,0.3244242734093129
1,3,neutral,21001,200,0,0.4036498614937927
1,3,neutral,21201,200,0,0.5390653504548182
1,3,neutral,21401,200,0,0.6240360839609403
1,3,neutral,21601,200,0,0.6248686109513651
1,3,neutral,21801,200,0,0.6131952338834196
1,3,neutral,22001,200,0,0.559521128090203
1,3,neutral,22201,200,0,0.5499271426391055
1,3,neutral,22401,200,0,0.609555545070929
1,3,neutral,22601,200,0,0.6218932842504706
1,3,neutral,22801,200,0,0.6023283063588203
1,3,neutral,23001,200,0,0.47823672727942756
1,3,neutral,23201,200,0,0.14264868840757955
1,3,neutral,23401,200,0,-0.08007992379295664
1,3,neutral,23601,200,0,-0.1493878195068283
1,3,neutral,23801,200,0,-0.17417513272170346
1,3,neutral,24001,200,0,-0.08705307581771796
1,3,neutral,24201,200,0,0.10549401157766662
1,3,neutral,24401,200,0,0.2796393970255173
1,3,neutral,24601,200,0,0.40843459071453914
1,3,neutral,24801,200,0,0.5087194869770216
1,3,neutral,25001,200,0,0.5662294183491497
1,3,neutral,25201,200,0,0.5500975251872463
1,3,neutral,25401,200,0,0.4447179030356078
1,3,neutral,25601,200,0,0.40807880258223894
1,3,neutral,25801,200,0,0.5180025425851339
1,3,neutral,26001,200,0,0.5833571518972013
1,3,neutral,26201,200,0,0.5944423691516555
1,3,neutral,26401,200,0,0.47903470463901365
1,3,neutral,26601,200,0,0.21305342998799653
1,3,neutral,26801,200,0,0.018098850892152497
1,3,neutral,27001,200,0,0.007793688087695167
1,3,neutral,27201,200,0,-0.05676799709183055
1,3,neutral,27401,200,0,-0.0871734500786352
1,3,neutral,27601,200,0,0.02054489435252062
1,3,neutral,27801,200,0,0.11450485777801996
1,3,neutral,28001,200,0,-0.02968163330377595
1,3,neutral,28201,200,0,-0.24948468482184685
1,3,neutral,28401,200,0,-0.4054588008797
1,3,neutral,28601,200,0,-0.4884676460249496
1,3,neutral,28801,200,0,-0.41443531452451937
1,3,neutral,29001,200,0,-0.32072766503550737
1,3,neutral,29201,200,0,-0.30788596901076537
1,3,neutral,29401,200,0,-0.2399601816094931
1,3,neutral,29601,200,0,-0.1554332663113706
1,3,neutral,29801,200,0,-0.12669699457226466
1,3,neutral,30001,200,0,-0.0974301843953581
1,3,neutral,30201,200,0,-0.15006804284515043
1,3,neutral,30401,200,0,-0.16162884304588374
1,3,neutral,30601,200,0,-0.17959746016570183
1,3,neutral,30801,200,0,-0.15486497639292277
1,3,neutral,31001,200,0,-0.14432451214684397
1,3,neutral,31201,200,0,-0.08492483977149547
1,3,neutral,31401,200,0,-0.12066372624345542
1,3,neutral,31601,200,0,-0.14635492011842335
1,3,neutral,31801,200,0,-0.08426740614590028
1,3,neutral,32001,200,0,-0.07693561173256164
1,3,neutral,32201,200,0,-0.1104877570370181
1,3,neutral,32401,200,0,-0.09673031942556007
1,3,neutral,32601,200,0,-0.09784244375533128
1,3,neutral,32801,200,0,-0.1293609739822398
1,3,neutral,33001,200,0,-0.12696092168156267
1,3,neutral,33201,200,0,-0.1189362454886593
1,3,neutral,33401,200,0,-0.1307689009463773
1,3,neutral,33601,200,0,-0.15944604029412437
1,3,neutral,33801,200,0,-0.1357876990075655
1,3,neutral,34001,200,0,-0.05611790494474656
1,3,neutral,34201,200,0,0.062186281568869746
1,3,neutral,34401,200,0,0.1589592663248192
1,3,neutral,34601,200,0,0.18810143487153227
1,3,neutral,34801,200,0,0.06271820755325104
1,3,neutral,35001,200,0,0.07716844462893303
1,3,neutral,35201,200,0,0.1587464137127151
1,3,neutral,35401,200,0,0.1656509367492889
1,3,neutral,35601,200,0,0.2374567416814054
1,3,neutral,35801,200,0,0.29406664339484945
1,3,neutral,36001,200,0,0.33515976945396153
1,3,neutral,36201,200,0,0.32881238463190465
1,3,neutral,36401,200,0,0.3100238807267699
1,3,neutral,36601,200,0,0.29974758963052645
1,3,neutral,36801,200,0,0.308382570025106
1,3,neutral,37001,200,0,0.3560382211666549
1,3,neutral,37201,200,0,0.37001935807758446
1,3,neutral,37401,200,0,0.337298401405173
1,3,neutral,37601,200,0,0.31919635398846735
1,3,neutral,37801,200,0,0.30833299194892305
1,3,neutral,38001,200,0,0.26055546727083007
